,Unnamed: 0,radio,lon,lat,range,TowerID,Address
117,117,GSM,77.439651,23.224411,1000,40493-39045-38631,"Habibganj Railway Station ,habibganj overbridge ,Habibganj ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
118,118,GSM,77.440567016602,23.221664428710998,1000,40493-39045-37973,"Habibganj Railway Station ,habibganj overbridge ,Habibganj ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
119,119,GSM,77.43939,23.225196,1000,40493-39045-58472,"Habibganj Railway Station ,habibganj overbridge ,Habibganj ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
120,120,GSM,77.394983,23.212672,1000,40493-39045-38432,"D Sector -Vaishali Nagar ,Kolar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
121,121,GSM,77.39433299999997,23.213425,1000,40493-39045-58213,"D Sector -Vaishali Nagar ,Kolar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
122,122,GSM,77.39542,23.211365,1000,40493-39045-51553,"C Sector- Vaishali Nagar ,Kolar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
123,123,GSM,77.396621704102,23.212051391602,1000,40493-39045-58212,"D Sector -Vaishali Nagar ,Kolar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
124,124,GSM,77.407608032227,23.192825317382997,1000,40493-39045-36083,"CI Enclave ,Kolar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
125,125,GSM,77.425265,23.238144000000002,1000,40493-39045-39763,"Arera Hills ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
126,126,GSM,77.416878,23.242264000000002,1000,40493-7207-58672,"Arera Hills ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
